id,Emotion,Sentence
2362,Enjoyment,"Cõ này quay  rõ ràng , nói và ghi địa chỉ rất là tốt hơn tất cả các links khác , càm ón cõ để thương"
2363,Disgust,"Ng  ta nói truyền thog là 45 k có tom 55 vay mà chị lẹo có tom 45😢 ,chị bán dễ thuog 😢❤toi  thinh thoaxg di chọ này mua Cá ,và 🐔 ngon làm sẵn vè luộc 😢❤"
2364,Enjoyment,"Chảo này là chảo kim hang ,luc truoc nhà mình chien chảo gang cũg ngon ,😂nhìn chảo khét mà hoi dơ😢 o hap dan ,chien o bag Vuxg tàu ăn roi dc thoi"
2365,Disgust,"Gio nhieu ng di quay q cáo hàg ăn😢😮 quay nhieu ng coi đag ký thì nhieu t khỏi di làm😢😮❤,nhug tùy khau vị ng ăn,,cho này họ keu là cho nhà giàu 😢"
2366,Enjoyment,"Món này là hoành thánh chien😢❤ ng ta chien mà chị thấy chien còn hỏi😢 😢tụ cho là suy cảo😢 sủy cảo thì xep tam giác😢, hoihoi nhiều 😢😮mà o dúg😮😅"
2367,Enjoyment,"Ăn cơm Tàu ,ở nhà Tây và cưới vợ  Nhật mà !"
2368,Enjoyment,"Tui ở Thủ đức nhưng đi chợ Phùng hưng để mua thức ăn tươi ngon ,gia vị cũng đầy đủ hàng tươi sống người bán bày biện rất hấp dẫn ,tui đi sớm và phải chuyển 2 tuyến buýt mới tới chợ Phùng hưng ,vịt quay cũng ngon !"
2369,Enjoyment,"Ừ người hoa xưa nay họ có truyền thống nấu và làm các món ăn ngon 
Nhìn đẹp  đặc biệt các món bánh bao 
Ngon dân họ thích xài"
2370,Enjoyment,Nhìn rất thèm nhưng cho tới khi anh zai bán khổ quà cà chớn lại bốc tay bỏ hành vào trong khi có cái đồ gắp ngay đó.
2371,Enjoyment,Chu kênh giong. Nguoi nhatrangquá
2372,Enjoyment,Chị chủ bán chè nhìn đẹp gái ghê. Hông biết có chồng chưa? Tui zìa kêu tía lên mới được!
2373,Enjoyment,Xem lại cãnh chợ Phùng Hưng nhớ lại tuổi thơ nay 78 đã xa chợ 32 năm-Nhớ -Nhớ kỷ niệm
2374,Enjoyment,"tui sợ vô chợ lớn lắm, vì đồ ăn đồ uống ngon quá. mới giữa tháng mà tiền lương cạn rồi, ko ăn thì thèm."
2375,Enjoyment,Cảm ơn SGDT! ❤❤❤
2376,Enjoyment,"Nói chuyện lớn chút , không nghe rỏ được"
2377,Enjoyment,Đồ ăn cho Phùng Hưng mắc quá
2378,Enjoyment,Biết chỗ này ăn giá cũng bình dân lắm mà ngon
2379,Enjoyment,"Khong co gi moi me lam ! Giong nhu Cho Ban Co, Quan 3 . Ban ngay thi ban rau cu qua, thit ca v.v... . Ban dem thi ban do an, Hu Tieu,sam bo luong v.vv..."
2380,Enjoyment,"Sao Youtube tui hiện kênh này vậy ta, giọng giống mấy con gái SG hồi xưa quá, từ tốn mà nhẹ nhàng. Review món ăn nhưng cũng kể hết con đường, con người nơi đây. Clip cũng dạng raw ko edit quá nhìu nên ai hoài niệm chắc thích lắm"
2381,Enjoyment,"Thật thú vị khi thấy Chợ Phùng Hưng buổi sáng và buổi chiều lại khác nhau như hai thế giới! Sáng là chợ dân sinh, chiều là phố ẩm thực, tất cả đều diễn ra trước những căn chung cư cũ kỹ. Điều này cho thấy ẩm thực Sài Gòn – Chợ Lớn không chỉ là món ăn, mà còn là văn hóa và sự biến chuyển nhịp nhàng của đời sống đô thị, giữ nguyên được nét truyền thống. Rất thích cách người bán giữ được món truyền thống như Chè Bánh Xếp dù nó rất cầu kỳ!"
2382,Enjoyment,Cháo Gà Kim Anh rất ngon .Cô chủ tên Anh ngày xưa rất là đẹp và dễ thương .
2383,Disgust,Nhieu mon ngon - nhug quan nao thay cung dơ -
2384,Enjoyment,"Khong mang gang tay, roi bo hành  bo vao to ""ca chon"" hinh thấy  ""gom "" quá... cho du chua biet ngoan hay không...!!!"
2385,Enjoyment,Bánh xèo lam ơn thay cai chảo đi ghe quá bánh ngon mà thấy cái chảo hết muốn ăn 😂😂😂😂
2386,Enjoyment,Ăn bẩn không khôn được.
2387,Disgust,Ban thit cho thay ngon qua co ban  thit vu o ?
2388,Enjoyment,"Ca nuong hoc theo nguoi Thailan ban nhieu o Bancoc ,,"
2389,Disgust,Chi thấy bán mà không quay phần ăn  nên Clip trở thành nhàm chán quá.
2390,Enjoyment,Thịt cho đặc sản rồi gặp em gái còn đặc sản hơn nhiều
2391,Enjoyment,"Backy ăn toàn nà cá luôi ao , hồ ?"
2392,Enjoyment,Em gai mac ao hông sao xuât hiên co ti rôi mât tiu vây
2393,Fear,Ngon
2394,Surprise,HI
2395,Enjoyment,Nghe cái chữ cá ( quả) là biết là chỉ là cái mác lừa mọi người mà thôi.
2396,Enjoyment,"Chợ đêm ở trung tâm thành phố Mukdahan, thật sự làm cho Khoai choáng ngộp. Không phải chỉ vì có nhiều món ăn ngon hay đặc sản lạ. Khoai bất ngờ hết mức vì ở đây có rất nhiều cô chú người Thái gốc Việt, thậm chí có nhiều cô chú người Thái nhưng cũng biết nói Tiếng Việt như một ngôn ngữ phổ biến. Lý do vì sao? Mọi người xem clip sẽ hiểu hơn nha. Giờ thì mời mọi người tiếp tục hành trình khám phá sông Mekong của Khoai, và tập cuối ở Thái Lan trong hành trình này.
Địa chỉ chợ đêm: 1 ถนน Songnang Satit, Mueang Mukdahan District, Mukdahan 49000, Thái Lan
https://maps.app.goo.gl/HK9MsNVJjvuv69kd9


Thiết bị Khoai sử dụng làm Video:
Camera: https://bit.ly/CameraKhoai
Lens: https://bit.ly/LensVlog
Micro: https://bit.ly/MicroVlog
Balo chuyên dụng: https://bit.ly/BaloVlog

Tìm Khoai ở đây nha:
►Facebook cá nhân: https://www.facebook.com/DinhVoHoaiPhuong
►Facebook Page: https://facebook.com/KhoaiLangThang
►Instagram: https://www.instagram.com/khoailangthang
►Tiktok: https://www.tiktok.com/@khoailangthang"
2397,Enjoyment,Muốn sang đấy chơi thì cần những giấy tờ gì vậy a Khoai
2398,Enjoyment,"Khoai đáp lễ cô bán chả giò - nem nướng thật là dễ thương và tinh tế. Khoai mang tính cách của người Sài Gòn - miền Tây xưa (lịch sự, dễ thương, phóng khoáng và lễ phép). Hiện nay ở Sài Gòn ít có ai có tích cách như Khoai. Nhấn like ủng hộ Khoai ❤❤❤❤"
2399,Enjoyment,"Rat Thich Hanh Dong KHOAI cho “ Tien” Chu dan dao va cuoi dau mot cach rat le phep!!! Dieu may noi len duoc tinh cach cua Khoai, co the nhuoeu nguoi Khong nhin thay, nhung RAT
“ De Thay” Doi voi nguoi dong cam voi tinh cach cua KHOAI!
❤❤❤❤❤❤❤❤❤❤❤❤❤❤"
2400,Enjoyment,Chi phí cho một chuyến đi du lịch Thái Lan 4 người khoảng bao nhiêu và thời gian bao lâu thì đủ để trải nghiệm nhỉ mọi người.
2401,Enjoyment,Ở đâu đó ban🎉
2402,Enjoyment,Đi nước ngoài được gặp người Việt sống ở đó vui lắm luôn. Cảm giác gặp đồng hương nó thích lắm.
2403,Fear,Mới đi hội chợ vn xong lên coi clip này. Bảo sao vn phát triển chậm hơn thái. Tô bún nước lèo trà vinh 60k đc 2 miếng heo quoay bằng ngón út. Cây chả cá 25k. Mắc chắc gấp 3 lần thái. Biết tiền mặt bằng cao nhưng cũng vừa phải thì mới phát triển đc du lịch. Bán cao cho dân nhà thì họ sẽ không ưu tiên những điểm hội chợ để giao thương nữa
2404,Disgust,bạn tuỷe trợ lý ko
2405,Fear,"Cảm ơn bạn đã chia sẻ video tuyệt vời này, mình thấy quan tâm đến Thái Lan nhiều hơn rồi đó"
2406,Enjoyment,Chào 👋👋
2407,Fear,Xem mà muốn qua đó luôn quá
2408,Enjoyment,Này chơi việt nam kkk
2409,Enjoyment,mấy cô đáng yêu quá trời
2410,Enjoyment,Toàn người Huế lunn
2411,Enjoyment,Khoai dễ thương ghê 😍
2412,Enjoyment,xem a khoai rất cuốn rất hay và ý nghĩa mở mang được nhiều kiến thức. Chúc a và team nhiều sức khỏe khám phá nhiều nơi khác để em được mở mang thêm kiến thức về thế giới quan ngoài kia.
2413,Enjoyment,Mình mới làm youtube cho mình xin tí fan😅
2414,Enjoyment,Dị ó hỏ
2415,Enjoyment,hay quá anh ạ
2416,Enjoyment,Đi thử Philippines đi anh
2417,Fear,ngon đấy
2418,Enjoyment,"*nhìn ngon thực sự, bật video ăn cơm thêm hẳn 1 bát*"
2419,Enjoyment,"thái lan đồ ăn đa dạng, nhìn bắt mắt chứ ko phải xiên bẩn như mình nhỉ"
2420,Enjoyment,"MONG VN MÌNH CŨNG CÓ NHỮNG CHỢ NHƯ NÀY ĐỂ VỪA TẠO CÔNG VIỆC VỪA THU HÚT DU LỊCH,QUAN TRỌNG KO CHẶT CHÉM VSATTP VÀ LUN VUI VẺ,CẦN LẮM CÁC BAN NGÀNH DU LỊCH COI DC CLIP NÀY .CHỢ TOÀN MÓN NGON,ĐÚNG THIÊN ĐƯỜNG ĂN UỐNG,T CỨ TƯỞNG ĐANG Ở CHỢ ĐÊM VN KO ẤY.XEM ĐI XEM LẠI MẤY LẦN MÀ KO CHÁN VÌ KHOÁI ĐỒ ĂN NGON"
2421,Enjoyment,Đó là con dờm khoai ơi
2422,Enjoyment,A Khoai dễ thương ❤ đi đâu cũng đc mọi ng yêu mến ❤❤❤❤❤
2423,Disgust,Người việt trong nước phải học cách phục vụ  của người thái  và cộng đồng người việt ở đây rất tử tế chân thành không tham lam lừa gạt hiểu khách sạch sẽ an toàn thực phẩm
2424,Enjoyment,giọng a khoai nghe cảm giác giống chú Web5day quá vậy mn?
2425,Enjoyment,Đi nước ngoài gặp đồng hương còn gì vui hơn .
2426,Enjoyment,Tính ra đồ ăn cũng rẻ á.
2427,Enjoyment,Ẩm thực phong phú quá trời
2428,Enjoyment,Kh ngờ nhiều ng Việt tới z
2429,Disgust,"người thái làm du lịch quá tốt. ai thấy cũng vui vẻ, chất phát không chặt chém khách du lịch. vn nên học hỏi"
2430,Enjoyment,"vẫn xem đi xem lại mỗi này, cần j như trend "" mang văn hoá nhật bản về VN"" ở đây khoai mang ""cảm ơn"" đi khắp thế giới"
2431,Disgust,Bao đồ ăn kiểu này chỉ có thể là người việt :)
2432,Enjoyment,Hai người đầu tiên là người miền Trung nì😂
2433,Sadness,Nhìn ngon quá
2434,Enjoyment,Anh khoai lang thang ngồi anh khoai lang lang thang đang ở đâu vậy em thích ăn khoai lang lang thang nhiều lắm
2435,Disgust,Buôn bán thức ăn...Vì vấn đề vệ sinh...Đề nghị người bán nên đeo găng tay(mỏng) vào tay.
2436,Enjoyment,anh Khoai đáng yêu tinh tế quá dậy ❤❤
2437,Enjoyment,Cho hỏi bạn là người Thái hả
2438,Enjoyment,Người anh lớn mà mình thích xem nhất trên YouTube ❤❤❤.
2439,Disgust,Người đâu mà tinh tế dữ thần vậy trời ❤️
2440,Enjoyment,Tị nạn sau năm 75 hay sao đông dữ ta?
2441,Enjoyment,trái măng cục rừng chỗ tui gọi là trái sấu ko biết có ai biết hong
2442,Enjoyment,20:12 Cá gật đầu trong truyền thuyết kìa :))
2443,Disgust,"Người miền Trung thân thiện, dễ mến."
2444,Enjoyment,Giọng Khoai nghe hiền lành hêh
2445,Fear,"Rất thích đi chợ như này,thích chiêm ngưỡng những món ăn độc đáo mà lại ăn dk uống"
2446,Enjoyment,Từ bankok bay xuông buriam hả bạn
2447,Enjoyment,Đi như thế nào bạn khoai vì mình thich chợ thái
2448,Enjoyment,yêu VIỆT NAM ❤
2449,Disgust,"Tiếc vì đến bây h video này mới hiện lên đề xuất, xem cảm giác dễ chịu và thật thân thương"
2450,Enjoyment,2 năm xem lại vẫn thích
2451,Enjoyment,tiếng việt đi khắp muôn nơi
2452,Enjoyment,Ăn nhìn thèm ghê
2453,Enjoyment,Bán hàng ăn uông mà o bọc găng tay toàn bốc tay không
2454,Disgust,Sao giờ ko thấy kênh anh đăng clip nữa vậy 🤔có ai biết hok mn
2455,Enjoyment,Em khoai hồi xưa học trường vỏ văn kiệt long thới phải ko
2456,Disgust,Yêu người viêt quá
2457,Enjoyment,Ở Thái người dân buôn bán thấy niềm nở
2458,Fear,đẹp quá
2459,Enjoyment,Kg phai mang cuc dau trai do mien nam keu trai xau nha em
2460,Enjoyment,Chia sẻ video đi chợ Thái Lan hay quá Chúc đoàn của Khoainhiều may mắn và hạnh phúc nha👍😍🍹
2461,Enjoyment,Mấy kênh YouTube bị Vin-fast kiện đừng lo gì hết nếu có bị thua kiện thì Có con Cc trả dùm cho và bao luôn cái chuyện ở tù C c sẽ ở tù bao thầu lo nguyên gói bởi vì C C này đã ở tù có kinh nghiệm rồi!!!
2462,Enjoyment,Đoạn cuối đúng ý nghĩa và tinh tế luôn anh khoai 🥰
2463,Enjoyment,E ở vĩnh long nè anh biết vĩnh long kh
2464,Enjoyment,"So amazing  qua tuyet voi. Những Mon an  qua troi ngon , Thank you anh khoa share with us , yummy  greatness.👍❤️"
2465,Enjoyment,Đồ rẻ quá thích ghê
2466,Enjoyment,Khoai đi đâu cũng hay ăn uống người xem cũng thích người bán cũng vui ❤❤❤❤
2467,Enjoyment,Thái lan và lào ăn cơm bằng thia dĩa như âu mỹ à
2468,Enjoyment,mn cho e hỏi cái chị bán bánh ở 19p50 là bánh kiểu bánh gì ạ ?
2469,Enjoyment,Đã tiếng Việt mà còn Huế vs Quảng Bình
2470,Enjoyment,"Chúc cả nhà yêu thương du lịch mỏi ngày có nhiều niềm vui nhé tụi cưng ,hihii"
2471,Enjoyment,lau roi a ko xuống miền tay quay hôm nào quay đi a
2472,Enjoyment,Người Thái gốc Việt bán món ăn của người Việt ở đất Thái. Có vẻ hay hay nhỉ
2473,Enjoyment,Khi nào anh đi ch séc đi anh
2474,Enjoyment,Tôi ước dc đến miền tây từ lúc còn trẻ bi giờ già rồi chưa tới dc miền tây
2475,Enjoyment,Nói bình thuòng dân dã nghe hay đâu cần phải nói điệu điệu nghe mệt quá
2476,Enjoyment,cám ơn chị
2477,Enjoyment,Bà điêu quá nghe bà nhai nhải phát mệt ghê
2478,Enjoyment,Món nào nhìn cũng ngon cũng thèm 😊
2479,Enjoyment,Hổm rài ko có quởn đê nhậu nhẹt🤣🤣
2480,Enjoyment,"Tôi yêu người miền nam,,,nhứt là người miền Tây,,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤người miền nam dễ thương thân thiện,,mời ăn nhiệt tình,,❤❤❤❤❤❤❤❤🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️🧚‍♂️"
2481,Enjoyment,hơi bị ngon nha bạn!
2482,Enjoyment,Ngon quá❤❤❤
2483,Surprise,Ngon luôn
2484,Enjoyment,Giọng chị hay quá
2485,Enjoyment,"Tôi sống nước ngoài hơn 40 năm, xem thấy các môn ăn  rất thèm, không biết đến lúc nào mới được thưởng thức các món ăn quá ngọn của miền tây sông nước"
2486,Enjoyment,Về miền tây mà được ăn món cá kho này thì quá tuyệt vời luôn
2487,Enjoyment,"Chời chời , chắc chớt quá 😂😂😂😂😂😂"
2488,Enjoyment,Nhìn những món ăn nhớ lại tuổi thơ lúc nhỏ toàn ăn những món dân dã đậm chất đồng quê bây giờ toàn cá nuôi ăn không còn ngon như hồi xưa nữa
2489,Enjoyment,nhìn ngon lắm bạn
2490,Enjoyment,"NHÌN THẤY MÀ THÍCH QUÁ ĐI THÔI, CHÚC VUI VẺ"
2491,Enjoyment,Món ăn nào cũng ngọt như chè
2492,Enjoyment,Món ăn miền tây rất đa dạng và ngon😊
2493,Enjoyment,"Mẹ ơi đi xa mà nhìn những món ăn quen thuộc, thèm chảy nước miếng, chúc bạn sức khỏe và thành công"
2494,Enjoyment,Coi trên TV mà chảy cả nước miếng nhớ miền Tây nhiều lắm!
2495,Enjoyment,Líp nào cũng có con quỉ mặt lì khó ưa nhai nhái hoài ghét quá
2496,Enjoyment,Các chị.các mẹ khéo tay.làm món ăn sạch sẽ
2497,Enjoyment,"Ở miền tây NÓ cũng rất tài tình và phong phú , bạn dẫn chương trình dùng từ Nó nghe thấy ko tôn trọng người miền tây ."
2498,Enjoyment,Đúng là đặc sản miền sông nước luôn các món ngon ơi là ngon luôn
2499,Enjoyment,chị mc xinh đẹp nhỉ bao nhiêu năm rồi vẫn vậy nét đẹp trường tồn với thời gian
2500,Enjoyment,Muốn vào miền tây quá ạ
2501,Surprise,Dẫn ct hay quá
2502,Enjoyment,Hello kitty gutmolinh thankyou. Em Ngọc Phượng xinhwa yeuwa hết nước chấm chua ngọt của làng giải trí rồi nhỉ 🔊🤣🔊🤣 xóm
2503,Enjoyment,🔊🤣🔊🤣 xóm các cụ họ ngoại miền tây nhà thanhnguyen ngày xưa nghèo đói phải đi khai hoang gập cái gì ăn uống cải đấy bây giờ lại thành đặc sản quốc hồn quốc túy trong nhà hàng khách sạn 🔊🤣🔊🤣 xóm
2504,Enjoyment,🔊🤣🔊🤣 xóm miền tây quê ngoại thanhnguyen chỉ ra cổng xuống kênh ra vườn là có đồ để uống rượu bia 🍻🍺 mời khách quý chơi nhà hỏi thăm có phải người tình năm xưa 🔊🤣🔊🤣 xóm
2505,Enjoyment,"Chân thành mà nói thường khi đói bụng tôi thường coi đặc sản miền sông nước để chi, để nuốt nước miếng cho no.vào nhà hàng không đủ tiền ăn đâu."
2506,Enjoyment,Càng ngày anh thấy em càng trẻ đẹp ra nha chúc em thật nhiều sức khỏe nha bé yêu
2507,Enjoyment,Quê hương tôi đó ❤
2508,Enjoyment,Kênh này phải triệu sub mới đúng chứ
2509,Enjoyment,"Ngon và tươi quá, cảm ơn chủ kênh đã chia sẻ"
2510,Enjoyment,"Cá tra nấu canh chua, cá tra kho mắm cà tím, khổ qua, ăn với rau sống, hoặc rau muống bào, bắp chuối, ôi tuyệt vời 😋"
2511,Enjoyment,"Cháo cá lóc rau đắng, cá lóc đồng nấu canh chua, cá lóc đồng nướng truôi, ôi những món nghe là thấy đói bụng rồi ạ 😋❤️❤️❤️❤️"
2512,Enjoyment,Sao t đang ăn mà toàn đồ ngon mà khi xem video này tôi lại thấy bụng còn cào kiểu thèm lắm
2513,Enjoyment,"“Cấm coi” chương trình này ngay trước giờ cơm chiều ngen!

Đang tập thể dục, mỗi lần nuốt nước miếng, ta nói cái bụng nó kêu “ọt-ọt” liên tục nên phải về nhà sớm đây"
2514,Enjoyment,Nhìn ngon quá ❤
2515,Enjoyment,Như vậy mới là quê hương ai không nhớ cuộc sống này làm sao biết được quê hương mình
2516,Disgust,Thật một nơi có đầy đủ gạo thức ăn không phải đi kiếm
2517,Enjoyment,"Xem kênh nầy là nhớ về kí ức xưa quê quá trời , ngày xưa quê mình nghèo lắm ...toàn đi bắt , hái về ăn"
2518,Enjoyment,Yêu các video của bạn
2519,Enjoyment,Cam on chau da chia xe chuc chau nhieu may man nhe ❤❤❤
2520,Enjoyment,Nhìn ngon quá bạn ơi mình đồng hành cùng nhau nha 😊😊😊😊😊😊
2521,Enjoyment,Món ăn quê vẫn là số 1
2522,Enjoyment,"Em MC đẹp quá, vui lòng cho anh hỏi em tên gì? có chồng chưa em?"
2523,Enjoyment,Nhìn thèm nà 😁
2524,Enjoyment,"Mỗi lần xem DSMSN là ký ức ngày xưa lại hiện về, nhưng vẫn cảm thấy thiếu thiếu cái gì đó...dù cuộc sống hiện tại đủ đầy... 
Nội dung phong phú ,thân quen. Cô đọc lời bình đầm ấm,..mang lại cảm giác yê n bình ,hạnh phúc...MC duyên dáng, dễ thương...nói chuyện ngọt ngào, Quyến rủ...
Tôi nghĩ DSMSN đặc sắc ngoài nội dung, còn có sự kết hợp của người đọc và Cô MC. Giống như món Cá bóng kho tiêu mà thiếu Tiêu  là mất Ngon vậy đó??❤"
2525,Enjoyment,Món ăn ngon quá cảm ơn bạn 🩷🌺🍒
2526,Enjoyment,"Nho miền Tây tui qua , canh dong lua dep qua , co rat nhieu moi an dong quê ngon tuyệt ❤"
2527,Enjoyment,Chương trình hay😅
2528,Enjoyment,Ước 1 lần được đến miền tây
2529,Enjoyment,"Nhớ thương miền Tây sông nước. Người miền Tây phụ nữ cũng như đàn ông nấu ăn rất ngon và cả hai giới nhậu cũng rất thiệt tình. Và, nhậu sương sương ba hột, ca vọng cổ hay bolero thôi rồi khỏi về."
2530,Enjoyment,"C😊á lóc, cá rô đồng kể cả con cá lòng tong ở miền tây đều là đặc sản cả ❤"
2531,Enjoyment,qua hồng Kong khen bánh mì VN ở VN mua bánh mì huynh hoa ăn no chưa tới 100k
2532,Surprise,Không ngon đâu
2533,Enjoyment,"Tiệm bánh mì; quán cơm, quán cà phê"
2534,Fear,Cũng không kéo dài lâu được vì Giá qúa mắc & sẽ đóng tiệm sớm…
2535,Enjoyment,Ông cứ làm quá tôi ăn bánh mỳ cũng nhiều nơi tôi đã tới đây ăn rồi và cảm giác nó cũng bình thường. Không có gì quá gọi là xuất sắc cả. Nhưng mà đưa bánh mỳ ra quốc tế thì respect👍👍👍
2536,Disgust,"Nhỏ mà có võ nha😅 . Cháu Thành giỏi quá, người Việt ủng hộ người Việt ẩm thực Việt ở nước ngoài thật là ấm lòng. Cháu đã giới thiệu bánh mì của quán của YouTube KiKi xinh đẹp thì vạn sự thành công cho cả hai cháu nhé."
2537,Enjoyment,Nhìn bao bì có cảm giác hoài niệm sài gòn quá ha.
2538,Enjoyment,"Là 1 Fan của Kiki mình luôn cảm ơn mọi người, ai đã ủng hộ Kiki. Nhất là những KOL nổi tiếng trên mạng YouTube như A Sing. Thank you!!!"
2539,Enjoyment,"ác bánh mì vị sài gòn , tui ở sài gòn 11 năm không biết  sài gòn có vị bánh mì riêng luôn 🫣"
2540,Enjoyment,Hơn 200k mà vẫn xếp hàng chứng tỏ nó xứng đáng 🎉🎉
2541,Enjoyment,Ngon ghê
2542,Enjoyment,Tự hào quá 🥹🥹🥹
2543,Disgust,"Nhưng vỏ bánh mì nên khắc phục, quá khô"
2544,Disgust,cần lắm nhiều cửa hàng như vậy
2545,Enjoyment,"chị Kiki mở quán này hả , chức mừng lên chức bà chủ Hong Kong"
2546,Disgust,rất vui đuợc chia sẻ ẩm thực việt khắp thế giới 🎉❤
2547,Enjoyment,Kiki Phùng phải k mấy bạn
2548,Enjoyment,Cho cái địa chỉ lên tiếng anh và tiếng trung là OK
2549,Enjoyment,Đã quảng cáo thì nói luôn địa chỉ rõ ràng..để người ở Hồng Kông cũng như du lịch họ biết..ghé qua ủng hộ…ở bên Hồng Kông..đường tên gì…số nhà bao nhiêu..cái đấy thì không nói
2550,Fear,"Phai muon anh nay lam quang cao , chi nghe anh ta noi da thay ngon roi !!!.....hi...hi...hi..."
2551,Enjoyment,"Đừng nhấn chữ ""ĐIÊN"" mạnh quá. Đừng nhấn 2 lần 😊. Bị khó chịu"
2552,Enjoyment,"Muốn lấy e mần chồng, ahhihi❤❤❤"
2553,Disgust,Thật sự ấn tượng một đầu bếp với mục tiêu đưa ẩm thực việt ra thế giới à kính trọng với cách dùng từ Sài Gòn chứ ko phải là tphcm
2554,Enjoyment,Cho địa chỉ
2555,Fear,Bởi vậy
2556,Enjoyment,"Thảo nào không thấy chị này đăng video lên YouTube,  hóa ra là mở hàng bánh mì , chúc mừng và chúc chị làm ăn phát đạt"
2557,Enjoyment,Lúc bạn chuyển nói qua giọng Bắc siêu yêu luôn❤
2558,Enjoyment,Đồ chua chỉ hơi chua như này mới ngon.
2559,Enjoyment,"Anh đầu bếp đẹp trai ""điên luôn"""
2560,Enjoyment,Tự hào quá trời ❤Việt Nam
2561,Enjoyment,Nhìn cao cấp quá :3
2562,Enjoyment,K biết đời sống bên HK ntn chứ bên CA bánh mì cỡ 10$cad là đã hông ai mua rùi á. Ngon thì ngon mà mắc cũng k ai mua. Tiệm này đông khách chứng tỏ bên HK họ bỏ nhiều tiền ra đi ăn ha
2563,Enjoyment,"Giọng la noi xa hoi đến nguoi vn toi lam ho e ấm se biết tay 
1 la chu đuổi 2 la kiến thưa đau bụng 
3 la cho người toi thau tien dap quan co sem phim chưa"
2564,Enjoyment,Can than keo bi tàu khía tim cách hai do
2565,Enjoyment,thèm qua ông noại😮
2566,Enjoyment,Wtf 260k 1 ổ😢😢😢 hic cuộc sống của người dân bên đó cao thật !!!
2567,Enjoyment,Sau lưng nhà tui luôn.
2568,Enjoyment,Bạn nhiêu tuổi mà nhìn mặt già dị 😢😢😢
2569,Enjoyment,Thích câu bánh mì Sài Gòn!!!
2570,Enjoyment,Ăn xong điên thì ăn.làm mẹ j
2571,Enjoyment,Bánh mì nhìn ngon thiệt mà nhìn thấy con bot ăn trông tởm quá
2572,Enjoyment,Chúc mừng bánh mì Việt Nam vươn tầm thế giới.Mình thích ăn bánh mì và bánh piza
2573,Enjoyment,Cái bánh giá cao hơn bên Mỹ
2574,Enjoyment,Quan ở đâu vị ban
2575,Enjoyment,Làm giàu ko khó
2576,Enjoyment,"Chị này ko biết có bà con gì với hh thu hoài ko ta,tại mình thấy có nét giống."
2577,Enjoyment,"Anh này da ngăm đen giống người Mã Lai,Indo"
2578,Enjoyment,Đò chua sao cắt to thế....
2579,Enjoyment,"Có lần mình du lịch làng Pai ở Thái, ra chợ đêm thấy 1 hàng dài thì ra người ta đợi mua bánh mì VN"
2580,Enjoyment,"Nghe từ Sài Gòn nó thân thương, không fake như thành hồ chứa mưa."
2581,Enjoyment,Hongkong đắt đỏ lắm
2582,Enjoyment,Xem bà này làm vlog giờ mở quán luôn đỉnh dị
2583,Enjoyment,Mình đang o hồng kong nhưng ko bít đia chỉ này
2584,Enjoyment,ở hk mở dc cái này nhanh giàu lắm.người nước ngoài họ ko quan tâm giá .mà chỉ quan tâm chất lượng
2585,Disgust,Sao mình đi qua không thấy có khách…
2586,Fear,"Lúc trước có hay xem kênh của chị kyky , lâu rồi không xem chị mở nguyên tiệm bánh mì rồi , từ bản hiệu đến nguyên liệu và bao đựng đậm chất quê hương 😊 ."
2587,Enjoyment,cứ thấy bánh mì là ấm rồi ❤
2588,Enjoyment,"pe de.hả má
mê trai vừa thôi"
2589,Disgust,Bánh mì Việt Nam ở Hàn Quốc luôn thất vọng. Nếu ngon như vầy thì hay quá
2590,Enjoyment,Chúc mừng Kì Kì 👍
2591,Enjoyment,Mặc áo đen mà làm miếng giòn tan thế thì phủi mệt luôn😝
2592,Enjoyment,"Ngon và ổn hơn mấy cái trend bánh mỳ ngập nhân,bơ,pate ... ở Việt Nam bây giờ"
2593,Enjoyment,Em đứng cùng mu to chà bá lửa vậy
2594,Enjoyment,Địa chỉ đâu vậy
2595,Enjoyment,Banh mi vn tuyet voi❤❤❤
2596,Enjoyment,"Riêng bánh mì mình cứ làm theo chuẩn VN là ok nhất k cần biến tấu để phù hợp vs nước đó , điều khó khăn là nguyên liệu đầu vào thôi cứ giữ vững nét đặc trưng là ngonn nhất"
2597,Enjoyment,đồ ăn Saigon mãi đỉnh ❤❤❤
2598,Enjoyment,"Sả, không phải sã!"
2599,Enjoyment,"ủa KiKiPhung mở bánh mì mấy tháng rồi hả ta , hình như ko thấy trên kênh của bạn ấy😅"
2600,Enjoyment,Bạn chủ quán này có kênh du lịch khá hay
2601,Enjoyment,"Lâu quá không thấy Kiki ra clip mới, chắc quá bận, chúc mừng Kiki"
2602,Enjoyment,Bánh mì nói riêng mà đồ Việt Nam nói chung chả nước nào địch lại.
2603,Disgust,Mắc hơn ở paris...
2604,Enjoyment,Food reivew mà dùng từ ngon điên omg sao có những người lại dốt ngôn ngữ mẹ đẻ thế nhỉ
2605,Enjoyment,Mình ở gần 1 tuần ăn 4 lần
