id,Emotion,Sentence
3199,Hài quá,Thiếu nhiều game quá nhỉ 😢
3200,Hài quá,Ước giờ mà 300475 comeback là bùng nổ luôn:))))
3201,Hài quá,Uầy Long Quân trở lại nhìn đẹp thật đấy
3202,Thật kinh tởm,Tự game vô cực nào đó
3203,Sợ quá,"em rất vui và hào hứng vì có thêm nhiều studio Việt Nam mình đang dần phát triển trong lĩnh vưc game, nghệ thuật đầy sáng tạo này,  thay vì chỉ có những công ty game thuần là nhập game ở Vn. Em đang trên hành trình trở thành 1 artist 3D va Game Writer về game. MOng tương lai bản thân em cx sẽ có thể trở thành 1 artist giỏi để góp phần phát triển nên những game tuyệt đẹp như vậy"
3204,Thật kinh tởm,"Theo mình game VN ko nên chen chân vào thể loại game 3A đồ hoạ chân thực mà làm những con game indie đồ hoạ pixel sẽ bán được hơn, tiết kiệm mà lại an toàn."
3205,Hài quá,"Thần Tích/ Long quân trở lại là đáng mong đợi nhất, cảnh đường phố chi tiết bất ngờ mà lại còn nhẹ, ít polygon. CÒn con game Dino Sword (Dinoblade) nó rất dị và tôi chưa thấy world bulding của game này như nào"
3206,Hài quá,"6:57 có chơi thử trên steam đâu
7:30 tưởng tai ương ra lâu rồi chứ"
3207,Sợ quá,"Vn thì thiếu gì mấy tay to chuyên đi outsource cho mấy studio nước ngoài đâu, cái thiếu là thiếu 1 người dẫn đầu thực sự. Nếu so sánh thì có thể so sánh như ngành game của trung quốc trước và sau khi genshin ra mắt v, hay ai dị ứng genshin thì có thể dùng khỉ mọi cũng được .-.
Giờ có bên nào dẫn đầu làm được 1 con game vang danh như genshin thì có khi ngành game việt bứt lên cũng không còn là giấc mơ
Cơ mà với cái tư duy ăn không được thì đạp đổ như hồi flappy bird thì t hơi quan ngại .-."
3208,Sợ quá,giờ mới biết dinoblade là của VN :v
3209,Thật kinh tởm,Long quân trở lại tiềm năng nhất cách vẽ khá giống riot
3210,Hài quá,"Đừu có cả zone nine nihilation, mong chờ vl"
3211,Thật kinh tởm,Có game vô tận ko anh🐧🐧
3212,Hài quá,"cày lại mấy lần vẫn thấy hài, cười chết mẹ mất"
3213,Hài quá,vãi nghe ông này thấy chửi bậy là chính
3214,Hài quá,Ai đó giải thích đoạn joke nửa đề giải tích giúp tui với
3215,Hài quá,1:52:43  sẽ có những con cá phải trả gió=))))))))))))
3216,Hài quá,29:04 nếu bạn ôm chó ngồi trong góc mà vẫn mất chó thì đó là tính năng :)))
3217,Hài quá,quả xe lăn chất hơn nước cất =))
3218,Hài quá,cày lại bao lần vẫn hay
3219,Hài quá,51:47 chịu ông con
3220,Sợ quá,59:00 mất mẹ chó rồi :))
3221,Hài quá,1:09:32 đít Wibu có logo bọn xấu 😂
3222,Hài quá,1:04:50 bug mất chó
3223,Hài quá,-1sa.đọa
3224,Hài quá,game đỉnh vl
3225,Hài quá,54:46 Đu me thế là - 1 củ 😂
3226,Hài quá,Chơi điện thoại khó phá đảo cái cuối phi bài vào mà ko bị gì Exciters
3227,Sợ quá,Mé video này viral vậy. Đó giờ mới thấy lượt xem lên đến gần 1.8tr. Trong đó tôi đã xem lại 7 lần
3228,Hài quá,Ghê thật
3229,Hài quá,Game rất nhiều meme và eater eggs. Chơi mà cười muốn khùng luôn 🤣. Rất nể ae cook ra quả game này 
3230,Hài quá,"1:19:49 đoạn này anh hai solo với bố đời ai win nhỉ,anh hai là cảnh sát mà"
3231,Thật kinh tởm,làm sai để tải game này ad oi
3232,Hài quá,19:14 Chuyển sang tin văn hoá thể thao :)))
3233,Hài quá,1 điều nhịn 9 điều nhục=)))
3234,Hài quá,Đồ hoạ hơi lỏ nhưng cốt truyện cũng khá hay và bất ngờ ấy chứ ❤❤
3235,Thật kinh tởm,Ảo ma canada thiệt ấy chứ😂😂😂
3236,Hài quá,Hài vãi ?🎉🎉🎉
3237,Hài quá,Tui chơi đến đoạn đua xe phi bài. Chơi mãi mà không qua dc.thế là đồng ý theo phú bà luôn. 😂
3238,Hài quá,Cuốn thiệt chứ
3239,Ôi trời ơi,Xin link tải
3240,Hài quá,Phải công nhận là anh Dũng là cây đề trong làng streamer
3241,Hài quá,"Game xem cười khùng, mấy quả joke thuần tiếng Việt hài quá tr 🤣 Mong được thưởng thức thêm nhiều game từ các ae VN ❤"
3242,Hài quá,"Cười bệnh đoạn 3 lần ôm chó núp góc mà vẫn bị trộm chó, em lạy anh luôn, phải xích lại"
3243,Hài quá,Quán đại gia. Làm sai món ném cho chó ăn để làm bát khác
3244,Thật kinh tởm,Cháu bum: xin vĩnh biệt cụ 😂😂
3245,Hài quá,Ông Grab ăn xong chỉ gật đầu ban đầu tưởng kiệm lời hóa ra là đang trao đổi thông tin với nhau.làm game tiểu tiết phết chứ đùa
3246,Hài quá,Kiểu tóc mân đù là kiểu tóc châu gia kiệt không phải đan trường 😂
3247,Hài quá,Đú má vài hôm phải vào xem lại hài vcl
3248,Hài quá,Có cái đeo gì đâu mà hype up. ồn ào
3249,Hài quá,Làm cái đồ hoạ engine thời đồ đá.nhìn ngứa dái
3250,Hài quá,Cười chịu k nổi với anh 🤣
3251,Hài quá,Vậy là phá đảo rùi hả
3252,Hài quá,Tải game ở đâu vậy mn. Chơi được trên đt hay chỉ pc
3253,Hài quá,1:21:58 ảnh sỉ :)))
3254,Hài quá,Nếu ở đoạn ổ Thiên Đường kia mà đồng ý hợp tác với Phú bà thì sao nhỉ?
3255,Hài quá,Xin nhạc ở quán bar
3256,Thật kinh tởm,"có cái khúc đưa tiền bảo kê ấy,nếu anh từ chối đưa tiền bảo kê thì khú đó còn vui lắm, mà tiếc ghê.🥲"
3257,Hài quá,"T1 5 sao là sai rồi, T1 giờ là 6 sao rồi nhé"
3258,Hài quá,Anh dev game gắn thêm 1 sao giúp cậu bé với nhé. Tê one vô địch 6 saoooooo ⭐️⭐️⭐️⭐️⭐️⭐️
3259,Thật kinh tởm,Thg shipper là đàm vĩnh hưng à
3260,Ôi trời ơi,T1 lại vô địch:))
3261,Hài quá,Game này phiên bản 2 ra thì ai cũng mong đợi
3262,Thật kinh tởm,"Ây , đây là game thể loại g ta"
3263,Hài quá,năm sau có RE9 chơi sớm a nhé
3264,Hài quá,Nói thật game này nó làm cái hơi lố quá lên cảm giác xàm
3265,Hài quá,Buồn cười v😅
3266,Hài quá,Con game này xứng đáng có phiên bản điện ảnh
3267,Hài quá,49:28 bố đời hút thuốc làm mình nhớ tới quán cà phê Times City 😄😄
3268,Hài quá,Quá đỉnh💯💯
3269,Sợ quá,1:01:07 Mặt jack :))))
3270,Hài quá,Sao mới dô nhạc nó bị giật giật thế a
3271,Thật kinh tởm,Chúc mừng đại tá đã hoàn thành xuất sắc nhiệm vụ 😂😂😂
3272,Hài quá,Mấy pha cut sense với hành động lấy đc quả nhạc chất vđ
3273,Hài quá,Game trông chó
3274,Hài quá,dcm chưa thấy game nào đỉnh như game này đúng vn làm game thì bọn nước ngoài có mà sách dép đéo bao giờ đuổi kịp trình độ ng việt
3275,Hài quá,Vãi cả C... 🤣
3276,Hài quá,"Yêu cầu yêu cầu yêu cầu. Làm thêm games phá án của Việt Nam. Quán cháo, quán gà , quán vịt quán chó, quán mèo, hủ tiếu, cơm, v.v... rất nhiều nhiều. Đậm chất Việt Nam. Cả 1 kho tàn đẵng cấp ❤❤❤ Việt Nam về phá án 😂😂😂"
3277,Hài quá,1:05:04 liên hoàn bug game =))))) cười vcd
3278,Hài quá,Trò chơi đó tên gì đó
3279,Hài quá,29:45 cha này sẽ gầy à
3280,Hài quá,yêu Thư
3281,Thật kinh tởm,Nghiêm cấm ko đc nói tục tục tiểu
3282,Hài quá,Ê sao tui bấm W quài không đc vậy 😢😢😢😢
3283,Hài quá,cười vcl:))
3284,Hài quá,Buồn cười vãi. Họ kêu tái viên cơm nguội làm gì có phở 😂😂😂 ngáo vãi chưỡng
3285,Hài quá,Bạn chơi hài vl
3286,Hài quá,Game đẳng cấp quá hay hơn gta ạ 😂
3287,Hài quá,Nút nào để chạy nhanh v
3288,Hài quá,58:55 dũng Ct bị mất cậu vàng 😂😂
3289,Hài quá,Tuyệt đối 10/10 ✋😐🤚
3290,Hài quá,Dũng chơi game gà vl dũng ạ xem mà ức chế
3291,Hài quá,9/11/2025 tôi đã ở đây chứng kiến T1 nâng cúp vô địch thứ 6
3292,Hài quá,Ông wibu giống hệt anh
3293,Thật kinh tởm,ko có vô tận thì chịu
3294,Thật kinh tởm,14:50 hi vọng đây ko phải tôi trong tương lai(tôi tên nhật Huy)
3295,Hài quá,Thơ hay mà 8:18
3296,Hài quá,hoa đc lên switch luôn ma`
3297,Hài quá,Còn áo cưới giấy nữa kìa anh
3298,Hài quá,"con Pho Anh Hai overrated vcl, nó đc ủng hộ vì là ng VN làm chứ từ cốt truyện vs đồ hoạ thì như cứt"
3299,Hài quá,"""phát hành trên bộ PC"" "
3300,Hài quá,1:15 Đồng Chí - Chính Hữu học lớp 9 nha
3301,Hài quá,Tòa game kinh dị =]]=]]=]]
3302,Hài quá,1:15 bài này học cấp 2 nhé anh :))
3303,Hài quá,"7554 game rác, nói thẳng ra là ăn cắp chất xám, lấy toàn bộ game cod waw qua xong đổi tên với story, bản knock off mà tụi mày tâng như đúng rồi"
3304,Sợ quá,"Ko có con God of Weapons nhỉ con đấy cũng là game VN làm mà, và cũng khả nổi trên steam"
3305,Sợ quá,"Game nào ít giá trị chơi lại thì tui cứ revoltg mà tiến, còn game nào siêu phẩm chơi đi chơi lại ko thấy chán cứ steam xuống tiền ko cần suy nghĩ mỗi đợt sale😁"
3306,Hài quá,Thần Trùng GOAT!!!
3307,Hài quá,xem 7554 mà thấy tiếc cho dự án 300475
3308,Hài quá,Lúc đầu t nhìn thấy đồ họa của game phở anh Hải kiểu đéo hiểu sao game lại nổi vào game xong mới hiểu =)))))
3309,Hài quá,Tai ương hay ác
3310,Hài quá,Toàn mấy game tôi chơi nó ghiền luôn
3311,Hài quá,Tính ra toàn game cuốn
3312,Hài quá,0:18 :))) nãy h cười ko ngừng với thầy :)))))
3313,Sợ quá,Để tải về chơi game Hoa. Còn mấy game kinh dị thì ko dám chơi. Kiểu coi phim kd thì đc. Còn chơi game giống như tay mình chạm vô đó thật. Sợ quãi
3314,Hài quá,9:44 THÔI😂
3315,Hài quá,anh ko làm mỳ tôm hai trứng nữa hả
3316,Hài quá,hà lệ quyên dk nhỉ:)
3317,Sợ quá,Không có đoạt mệnh là một thiếu sót =))))
3318,Thật kinh tởm,Ko có Đoạt Mệnh à
3319,Thật kinh tởm,Ko ai nhắc đến đoạt mệnh à🐧
3320,Thật kinh tởm,"Nếu chê 7554 về vấn đề kẻ địch khó nhìn quá ấy, thì tôi gọi đó là vấn đề kĩ năng. 😉
-Một người chơi Gray Zone Warfare cho hay-"
3321,Thật kinh tởm,"tai ương đỉnh thật sự từ gameplay đến cốt truyện, hình ảnh, âm thanh, nếu hoàn thiện hoàn toàn có thể sánh ngang với các game kinh dị nổi tiếng. Có bản nhạc cuối game nghe keo dính chuột thật sự =)))"
3322,Thật kinh tởm,"tôi phải nói thật như này
game việt nam thiếu yếu tố mod , quá tập trung vào chất liệu tạo nên trò chơi mà quên đi yếu tố cộng đồng
không có bất kỳ game nào cho phép mod game , tạo thêm nội dung cho game bằng các phương pháp chính thống
ờm... điều đó không xây đựng được cộng đồng cho người làm game , đỉnh cao nhất là game vô hạn , vô hạn mà engine của nó thì đóng , không mod thêm , nhà phát triển tự ý tích hợp 1 đống hổ lốn vào game ??
nếu việt nam thực sự có các dev chân chính , họ sẽ đầu tư 1 năm , 2 năm để hình thành bộ khung modding trước , rồi phát triển câu truyện của riêng mình trên cái khung đấy 
rồi sau đó sẽ là các câu truyện của cộng đồng trên cái khung đó"
3323,Hài quá,7554 bây giờ nhìn lại thì thấy nó không có gì nhưng với mình thì nó là một kỉ niệm đẹp. Hồi cấp 2 chơi trên con máy tính đời tống nhìn thấy đẹp lắm mê lắm hồi đó còn nhỏ chơi crack thôi có hiểu gì đâu. Sau này studio kêu gọi vốn lớn hơn chút có tiền r cũng donate cho team mà tiếc là không đi đến đâu.
3324,Hài quá,ae nào chơi thần trùng thì ib mình cho mượn steam off sẵn game free nha ( cả tai ương và cỏ lau luôn )
3325,Hài quá,Công nghệ làm game còn kém .đi nhập từ tàu khựa về phát hành thua lỗ thì khỏi lo
3326,Hài quá,m thích bộ pc ko?
3327,Hài quá,7554 peak vl mấy con gà bt j
3328,Hài quá,Có 400k mua game red dead redemption 2 là ngon luôn game 3A này chơi phê lắm 😀😀
3329,Hài quá,Bad parenting của t mà B á 😭😭
3330,Hài quá,Tai ương hay ác 😊
3331,Hài quá,Tai ương hay vãi mỗi tội quả kết làm tụt mood
3332,Hài quá,Ông này tạo đủ kênh. Kênh nào cũng nghe giọng ông riết nhàm thật sự
3333,Hài quá,Xin mail booking với shop ơi
3334,Hài quá,sao nghe giọng ông này giống Hà Lệ Quyên thế
3335,Hài quá,Anh chơi five hearts under one roof 1 và 2 đi ạ peak vcl luôn
3336,Sợ quá,láo vô cùng ko đưa game vô tận của anh Hải stone vào
3337,Hài quá,10:20 đùa vui vẻ ơi
3338,Hài quá,"nói thật trò phở anh hai là một trò chơi tệ hại, nó chỉ phù hợp nếu bạn xem streams"
3339,Hài quá,“Dmm thằng tây lông bị đóng đinh” mới đầy đủ như lời bạn đại học của tôi nói cách đây 10 năm mới đúng 😅
3340,Hài quá,k có vô tận thì bxh k có ý nghĩa :>
3341,Hài quá,"Không lo làm việc, học tập chỉ lo chơi bời vớ vẫn bão sao đất nước mãi nghèo, đảng và nhà nước ta nên đánh thuế thật nặng mảng game"
3342,Hài quá,7554 nhớ ngày ấy ông cậu mua tặng nên cứ chờ cuối tuần cậu từ đơn vị về để chơi cùng cậu xong chơi gần xong thì cậu phải chuyển đơn vị vào Đà Nẵng xong cuối tuần chơi rồi gọi điện kể cho cậu nghe
3343,Hài quá,7554 cần lắm 1 studio remake
3344,Hài quá,Ôg với the reviewer là cùng 1 người hả
3345,Hài quá,chấm điểm ncl
3346,Hài quá,Phở a 36:))
3347,Hài quá,Bad parenting lúc đó đang lên thì ôngzdev dính quả phốt rúng động trời tây luôn mà
3348,Hài quá,"Má cái ""gêm vô tận"" giải trí vê lờ, xứng đáng lưu lại cho con cháu chiêm ngưỡng.

Về Hoa, nói giảm độ khó để phù hợp mọi lứa tuổi là sai rồi. Từ 30 năm trước con nít 7 8 tuổi đã chơi rành Mario và hàng tá game platformer khác trên máy NES rồi, và ""độ khó"" cũng không đồng nghĩa với chặt chém máu me gì, như cảnh Mario ""chết"" con nít 3 tuổi còn không sợ. Vậy khả năng chỉ còn là 1. kinh phí hoặc 2. tư duy.

Còn game kinh dị giải đố châu Á, có Devotion nhà đèn cầy đỏ là tuyệt nhất, đặc biệt là cốt truyện đủ làm người chơi suy mấy ngày sau khi kết thúc game. Cả Detention cũng tuyệt lắm, nhà này làm có 2 game mà toàn đỉnh cao."
3349,Hài quá,Khoan ông là vui vẻ hả?
3350,Sợ quá,"quả 2002 trước làm mấy vid analog horror trên fb chất vãi, xong bảo nếu mấy ông làm game như chilla's art thì ngon, ai dè làm thật"
3351,Hài quá,"Rồi God of Weapon đâu, ad thiếu rồi"
3352,Thật kinh tởm,Vid này có hơi nhiều tín hiệu var🐧
3353,Sợ quá,"Thiếu game ""Vô Tận"" gì đó rồi <("")"
3354,Hài quá,"Dùng Unreal 5 để Remaster 7554, yo"
3355,Thật kinh tởm,Fun fact:cs là game người việt làm
3356,Hài quá,bri thuc su so sanh do hoa cua rdr vs 7554=))
3357,Thật kinh tởm,"Do chế độ Việt Nam quá cùi bắp nên không chỉ game mà tất cả mọi thứ từ giải trí, dịch vụ, công nghệ, văn hoá,... cho đến cả tư duy đều nằm mức trung bình dưới của địa cầu"
3358,Thật kinh tởm,"Tiếc nhất là dự án 300475 của Hiker Games bị hủy, nếu dự án thành công thì Việt Nam sẽ có một kì A50 bùng nổ luôn."
3359,Sợ quá,Cứ game nào nói người việt làm để tìm sự ủng hộ là không chơi vậy thôi chơi game cần game chất lượng lấy mác việt ra đòi ủng hộ thì không.gần đây nói game việt chất lượng và làm t thực sự cuốn hút là game tai ương văn hoá lẫn kinh dị làm rất tốt hay bad parenting.game phở gì đấy trend lồng ghép meme art game có cẩ tỉ game indie dùng không có gì đặc sắc game khác cùng dev skall đánh giá còn thấy hay hơn mà ít meêm không nổi bằng.
3360,Sợ quá,nay ông Dũng k live xem clip này chữa lành quá kkk
3361,Thật kinh tởm,Con game vô hạ hạn đâuuuuu
3362,Hài quá,Nhưng game của anh Hải Dóng nó nổi tiếng thật mà
3363,Hài quá,7554 phải nên hạng s chứ game hay thế mà cũng vì nạn crack nên game mới thua lỗ nặng nề và rút khỏi nền game thế giới
3364,Sợ quá,Kết .chả có game j hay
3365,Hài quá,Tiệm phở thấy xàm.
3366,Hài quá,ôi axi đẳng cấp vl
3367,Hài quá,16:54 tui tưởng game nayf của Brazil 😮😮
3368,Hài quá,Thần trùng là 1 đống 💩 nhưng chê là bị cắn
3369,Hài quá,Bad parenting phải S chứ nhỉ ?
3370,Hài quá,"Trọng nam khinh nữ bắt nguồn từ nho giáo . Nho giáo bắt nguồn từ Trung Quốc. 
Và người Việt Nam ghét người Trung Quốc Tại sao Trọng nam khinh nữ vẫn lọt được nhỉ"
3371,Hài quá,bài đồng chí cấp 2 nha
3372,Sợ quá,vl bro thật sự so sánh đồ họa của RDR vs 7554 và nói được câu cũng k thua kém gì nhiều thì chịu chết
3373,Hài quá,"Cách đây khoảng 9-10 năm.... 
Flappy Bird ở đó từ 2013"
3374,Hài quá,"Còn ""Sử hộ vương"" nữa :)))
Phát hành 2019 và nếu chấm điểm thì xin phép chấm cho 2 nén nhang trên 1 cục cức vàng (chỉ cần thêm 1 nén nữa là thành súc zật 🐧 )"
3375,Hài quá,2:27  ko thua kém j nhiều? Khác nhau một trời một vực chứ ở đó đùa à
3376,Thật kinh tởm,"Tất cả tôi đều đồng tình ngoài hoa, bro và đa số người việt đều quên (hoặc chơi crack) nên ko biết hoa giá 228k lúc mới ra, làm cho hoa cùng lắm là hạng a, vì với 228k gần như ông cần khoảng 22k nữa là mua được stardew valley hoặc hollow knight hoặc dont starve và rất nhiều game khác hay hơn"
3377,Hài quá,400k mua elden ring chơi là ngon luôn
3378,Hài quá,ko có game vô tận thì xóa video đi nhé
3379,Sợ quá,Thiếu Skall nữa
3380,Hài quá,13:14 Tôi hiểu cảm giác của ông viết kb :((
3381,Hài quá,7554 đúng kỉ niệm.
3382,Hài quá,Phở anh hai thấy nổi theo tren hơn chứ chơi thấy khá chán 😅😅 xem stream thì còn ok chứ ngồi chơi 1 mình thì chịu
3383,Hài quá,Móa quả 7554 đúng chơi được màn đầu là huệ lên huệ xuống rồi🤮
3384,Hài quá,HA HA KHÚC CUỐI LÚC ANH HAI GIƠ TAY LÊN LÀ CÓ CÁI THẺ CẢNH SÁT NGẦM MÀ TÔI CẮT NHẦM Á !!! CÓ GÌ TÔI SẼ LIVE LẠI GAME NÀY BÙ CHO KHÚC ĐÓ !!!
3385,Hài quá,quá hay luôn đó nha
3386,Hài quá,Anh ơi có khách đến rồi kìa
3387,Hài quá,Ý nghĩa từ mẹo mày bé là đéo mẹ mày
3388,Hài quá,"Bí mật 1: Mân đàn ngược lại là đang mừng 
Bí mật 2: mũ của anh hai là mặt trận dân tộc giải phóng miền nam việt nam"
3389,Thật kinh tởm,Vãi cứt
3390,Hài quá,Đếch ai biết tên tuổi r lại còn hêhê nữa chứ 🤣🤣
3391,Buồn quá,Anh
3392,Thật kinh tởm,Nó có trên điện thoại
3393,Hài quá,Thế bố của anh hai là 💀
3394,Hài quá,Với cả anh Bi quy Thành đang ở trong ngày
3395,Hài quá,Đồng ý đi anh ơi nó có một cái mới đó em có chơi rồi em biết
3396,Hài quá,Phở anh hai
3397,Hài quá,Anh tên thật là gì vậy
3398,Hài quá,Anh tên là gì vậy
3399,Hài quá,Chờ mãi bây giờ đã có copycat của cái game này ở Indonesia rồi 🥀
3400,Sợ quá,Phở không người lái là phở không có gì đấy má ơi má không biết thì thôi đừng có chơi trò này nữa
3401,Hài quá,Game j đây mấy ní?
3402,Hài quá,Tx chs song r
3403,Hài quá,Hay quá anh ơi
3404,Thật kinh tởm,♠︎♠︎♠︎♠︎---> 1000 Nổ gì Đi ...
3405,Hài quá,Lọ đế chí tôn
3406,Thật kinh tởm,Thông tin gì đấy em chia sẻ cho em biết đi
3407,Hài quá,Anh ơi em là fan của anh đây anh có thể cho em xin chữ ký không❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
3408,Hài quá,"đan phượng❌️
quê cậu vàng đống đa hn✅️"
3409,Hài quá,Anh làm về quán phở anh hai tiếp tuyến ở số 15 phường
3410,Hài quá,Có jackji97 đấy anh
3411,Hài quá,Ái ò
3412,Sợ quá,chởigamephởanhhai3việtNamanhhaivệtnamhai
3413,Hài quá,anh hai
3414,Thật kinh tởm,Đúng là thần bài ma cao 😮
3415,Hài quá,29:46 hài:))
3416,Hài quá,Anh đầu tiên luôn
3417,Hài quá,Cái này có bp thành kìa anh  áo xanh đeo mắt kính đen á
3418,Thật kinh tởm,không nên
3419,Hài quá,Game nào cũng có mẹo là mẹo mày béo 😝
3420,Hài quá,Ổng ngủ tới 10h trưa hog sướng mới lạ
3421,Hài quá,Cuối game:🤚😎🤚
3422,Hài quá,Hơn cả phim ấn độ😂😂
3423,Hài quá,Ừ thì cậu vàng là trùm xổng chuồng mà
3424,Hài quá,VÃI CẢ ANH CƠ
3425,Hài quá,Cách tải p a h
3426,Hài quá,Chi e cách tai đi
3427,Thật kinh tởm,Z xã hội có nhiều loại thuốc 🎉🎉áe4 để 🎉 ra có thể có 😅 trong mùa hè năm nay có rất nhiều loại thuốc này có thể có được một số người có
3428,Hài quá,Ê ý là ai hỏi
3429,Hài quá,"Đố b đua xe trên đth mà qua ải đua xe, lỗi ném bài dính mà đéo mất máu.. Chơi trên đth như concac"
3430,Sợ quá,"Thật đạt sản việt nam là:""những tựa game hài và có cảnh sát chìm"":"
3431,Hài quá,Hieuthuba: chú em nào muốn mua nhà thì alo cho a nhá 7:16
3432,Hài quá,Coi xong lọ luôn
3433,Hài quá,Cho em chơi với trò gì đó
3434,Hài quá,anh gửi cho em link game brother hai's đi ạ
3435,Hài quá,29x3 chào các bạn
3436,Hài quá,Bình gon
3437,Hài quá,"Anh thắc mác cái biểu tương tử cung của phú bà thằng làm game lấy ở đâu thì
Ỏ trong phim haiten gì đó video này có tên là MMD R-18 TouHou Alice & Aya con ai mà hỏi cũng nên tìm như tôi đề xuất cái này xem ổng chơi game xong nên tìm xem ra cáu này thôi tôi mới xem đoạn đầu"
3438,Hài quá,quán phở vips nhất VN =))⚡🥰
3439,Hài quá,Cái lúc tao đoc đươc cái cho tam nghĩ hai ngài cái khúc đó mình cười không ngớt luôn á trời
3440,Hài quá,Anh ơi em kiếm cái game đó mà em tải hổng được
3441,Hài quá,Anh ơi trend ai hỏi nữa =))
3442,Hài quá,Phở anh hai cũng rẻ ấy 😅😅
3443,Hài quá,Quý bửu bách khoa là admin atavar hay sao
3444,Hài quá,chạy nhanh kiểu j mong ad rep
3445,Hài quá,Chơi vơi
3446,Thật kinh tởm,Ôi cái địt mẹ cuộc đời😂
3447,Hài quá,Thằng Ronaldo ăn nhiều thật
3448,Hài quá,Là mẹ mày béo đó
3449,Hài quá,"Là
 mẹ mày béo"
3450,Thật kinh tởm,bẩm mái tính
3451,Hài quá,"Cho ai chưa bt thì hat là người NẮC (nam gốc bắc), mắc dù anh ta có chất giọng miền ngoài nhưng ăn uống thì kiểu miền trong=))"
3452,Hài quá,Mặt thật của anh ấy đây à
3453,Hài quá,"Phở không người lái 
Là phở không có gì cả"
3454,Hài quá,mẹ mày béo
3455,Hài quá,"Game Anime 18 Tủi RPG Tiếng Việt: https://youtu.be/oh23S-LJHEg
Chơi game trên PC mượt như video này: https://leap.ldplayer.gg/T4DLWFJOd
App dịch tiếng Việt game PC Free: https://youtu.be/J13gNgFW21k"
3456,Hài quá,"Kiếm trên CHPlay không có rồi

Lạc thần chiến ca mobile"
3457,Hài quá,"Nên dùng font chữ khác, font này giống font việt hóa của mấy game TQ."
3458,Hài quá,Mắc cỡ con game đồ hoạ thua con game rác của anh bạn hàng xóm
3459,Hài quá,Đồ hoạ như này làm nhớ con game ngoạ hổ tàng long. Có khinh công bay đã =)) rảnh đi nhặt cỏ bắt ngựa. Bay bay tìm rương báu 😂
3460,Hài quá,"Ui như vầy là đẹp r, đừng phức tạp màu mè quá coi chơi nhức cả đầu"
3461,Hài quá,Đẹp nha
3462,Hài quá,Mạnh dạn nộp 1tr
3463,Hài quá,thuần Việt hay nhất chắc có mỗi con Khí phách anh hùng 2d =))
3464,Hài quá,Game việt nam mà nhạc game lại tàu ak😂
3465,Hài quá,game xấu vl😂
3466,Hài quá,ff nhập vai à
3467,Hài quá,"Vãi cuz game này xài AI gen à, đcm tệ hơn cả anh hải dảk"
3468,Thật kinh tởm,quả đồ họa 15 năm trước như này k thẩm đc
3469,Hài quá,"Vn sản xuất phân
Chứ game cc gj"
3470,Hài quá,"tốt nhất là  không nên làm game về vn , kỉu gì cũng bị bọn yêu nước online thịt thôi !  Có cái skin áo dài vn thôi mà bọn iu nước online vào đòi tảy chay vì  "" xuyên tạc lịch sử, thuần phong mĩ tục "" !"
3471,Hài quá,Có ai biết xóa công trình nhanh trong endfield mobile ko chứ ấn và xóa từng cái 1 mỗi quá
3472,Hài quá,"Tui cực kỳ ủng hộ nha. Xong rồi, tui quay lại chơi game TQ tiếp đây. :D:D:D"
3473,Thật kinh tởm,Phải game Nhân phẩm là 10/10 rất tiếc là ko phải
3474,Thật kinh tởm,liệu có ỉa chảybk
3475,Sợ quá,"VN mình phãi từ cái đơn giản nhất đi lên chứ đừng chạy theo mấy cái model 3D làm gì, thà 2D cốt truyện thuần việt là được. Chứ 3D kiểu năm 2000 thế này thì k đâu vào đâu. K phãi k muốn ủng hộ mà là ae chơi kiểu game AAA nhiều rồi thì nhìn đồ hoạ này nản ngay. Còn nếu làm 2D kiểu vltk hoặc 3D kiểu kiếm thế thì sẽ hay hơn"
3476,Hài quá,"Làm 2D cộng cốt truyện, + hình nền đẹp là ngon sao làm 3D làm chỉ xấu quá"
3477,Hài quá,"Đồ họa xịn k làm dc thà làm mẹ 2d còn dễ nhìn, làm 3d nhìn như cứt"
3478,Thật kinh tởm,Bắt kịp đồ họa 20 năm trc r
3479,Thật kinh tởm,"Tưởng game nhân phẩm, hoá ra là nhập vai"
3480,Thật kinh tởm,Đag test luôn điểm danh
3481,Thật kinh tởm,Dùng Ai làm chuyển động à
3482,Thật kinh tởm,"nội dung thấy hay đấy, mà đồ họa trong game cần nâng cấp xíu"
3483,Hài quá,hình ảnh nhân vật hình AI hơi nhiều=))))
3484,Thật kinh tởm,"Có ý tưởng, triển khai được cỡ 6/10 thui. 
Các phần tĩnh như loading scene, hình ảnh phím bấm skill đẹp nhưng đồ họa 3D so với thị trường hiện tại thì hơi lỏ."
3485,Hài quá,Nhìn khê quá 😂
3486,Hài quá,hay nhưng quả đồ hoạ khó thẩm quá kkk
3487,Hài quá,Là dân học Chuyên sử chơi game tui chỉ biết khóc thui
3488,Hài quá,Tên game là 7554
3489,Hài quá,Tên game là gì v
3490,Hài quá,Game xứng đáng là rất buồn và hay nhất thế giới.❤
3491,Ôi trời ơi,Bình An
